time,open,high,low,close,volume,volumema,100ma,MA,MA,MA,rsi,histogram,macd,signal
1299594600,131.64,133,131.07001,132.58,174706432,172299852.8,125.4760796,132.507617619048,132.055552222222,130.001849,54.3402272992491,-0.238999605387133,0.602688991810481,0.841688597197614
1299681000,132.32001,132.8,131.60001,132.39,153903440,175041390.4,125.6253795,132.527617619048,132.217775555556,130.1366492,53.5026834792442,-0.214396169031145,0.573693385908683,0.788089554939828
1299767400,131,131.17999,129.81,129.9375,301665792,182802848.8,125.7477545,132.40226,131.951942222222,130.2187992,44.0622335288443,-0.35143389286968,0.348797188852728,0.700231081722408
1299853800,129.52,131.31,129.49001,130.84,225758496,185955348.8,125.8733545,132.334212380952,131.695276666667,130.3171992,47.7181082149759,-0.367692169442842,0.240615869918855,0.608308039361698
1300109400,129.99001,130.48,129.06,130.05,235607744,190849914.4,126.0065545,132.22606952381,131.5975,130.4037992,44.9488147083913,-0.414569293814084,0.0900964220940921,0.504665715908177
1300195800,126.59,129.33,126.5,128.56,359794688,203755092.8,126.1134545,132.009402857143,131.303054444445,130.4599992,40.2090826124686,-0.521907819872219,-0.147719058932097,0.374188760940122
1300282200,128.14999,128.57001,125.28,126.175,469160704,221234359.2,126.1939045,131.663927142857,130.492498888889,130.4424992,34.0244553440691,-0.717442793895435,-0.522614731429172,0.194828062466263
1300368600,128,128.39,127.10001,127.85001,254521632,227451268.8,126.2889346,131.418213809524,129.979166666667,130.4598994,40.8997652157216,-0.697271775882114,-0.676761657386379,0.0205101184957346
1300455000,128.84,128.88,127.50999,127.75999,230654368,233493465.6,126.3795345,131.128212857143,129.571388888889,130.4622992,40.6545627265926,-0.654008686822362,-0.797000740032217,-0.142992053209856
1300714200,129.35001,130.00999,129.2,129.74001,154065312,234696615.2,126.4897346,130.913451428571,129.255834444444,130.5092994,48.0342284666161,-0.464944122717074,-0.724172206606198,-0.259228083889124
1300800600,129.72,129.89,129.17,129.28999,129743440,229527968.8,126.5988345,130.663927142857,128.911388888889,130.5522992,46.615413314912,-0.348424869641283,-0.694759170940728,-0.346334301299445
1300887000,128.92999,130,128.32001,129.66,148648752,225579900,126.7114346,130.560593809524,128.880555555556,130.6058992,47.9760575579404,-0.230357214250323,-0.634280819112348,-0.403923604862026
1300973400,130.39999,131.09,129.67,130.89999,159238320,220518463.2,126.8355344,130.554879047619,128.887221111111,130.6752992,52.3583827743962,-0.0614632300230401,-0.480752642390826,-0.419289412367786
1301059800,131.24001,131.87,130.89211,131.3,155770000,221222272.8,126.9632344,130.572498571429,129.02611,130.7296992,53.7129428239684,0.0769685365923553,-0.323078741627342,-0.400047278219697
1301319000,131.58,131.92,130.94,130.98,109839056,219634188,127.0782843,130.508212857143,129.294998888889,130.7819494,52.4287071525754,0.14292557041684,-0.221390315198647,-0.364315885615487
1301405400,130.87,131.89999,130.44,131.86,129844560,213197303.2,127.1973843,130.446784761905,129.926665555556,130.8331494,55.5744009878619,0.236254709390292,-0.0689974988776214,-0.305252208267914
1301491800,132.55,133.16,132.36,132.77,135895872,209978206.4,127.3024844,130.534404285714,130.473331111111,130.8981494,58.6215201089594,0.34322374354367,0.123777471161674,-0.219446272381996
1301578200,132.60001,132.96001,132.45,132.59,132756496,207791772,127.4011343,130.600118095238,131.009998888889,130.9849494,57.7773507955193,0.382790976319059,0.259042448016828,-0.123748528302231
1301664600,133.41,133.77,132.83,133.14999,154038944,201625149.6,127.5077341,130.58487952381,131.388885555556,131.0863492,59.7206829362182,0.424389861039528,0.406738797997178,-0.0176510630423494
1301923800,133.42999,133.67,132.88,133.25999,100773312,195819368,127.624234,130.622498095238,131.829996666667,131.184149,60.1090771354636,0.435396882683732,0.526595040312316,0.0911981576285836
1302010200,133,133.83,132.94,133.24001,121083808,193138236.8,127.735634,130.70868952381,132.227775555556,131.266949,59.9959153470888,0.417365133441375,0.612904574430303,0.195539440988927
1302096600,133.88,134,133.12,133.66,120453632,191465746.4,127.8558841,130.760118095238,132.534443333333,131.356749,61.631101580516,0.409204297259598,0.707044812563424,0.297840515303827
1302183000,133.42,133.97749,132.66,133.32001,170973184,184931116,127.9871042,130.804404285714,132.758888888889,131.4297492,59.5104562462552,0.358225355155484,0.745622209248182,0.387396854092698
1302269400,133.91,133.99001,132.31,132.86,148014816,181043932,128.1154042,130.943570952381,132.967777777778,131.487149,56.669258548183,0.2746053901103,0.730653591730572,0.456048201620273
1302528600,133,133.45,132.14,132.46001,121518496,175339469.6,128.2584043,131.020714285714,133.034445555556,131.5819492,54.2441690042857,0.178114615941778,0.678691471547495,0.500576855605717
1302615000,131.72,131.98,130.99001,131.47,161480688,165423769.6,128.3909243,131.088333333333,132.890001111111,131.6377494,48.6902747703004,0.0405552165447698,0.551270876286679,0.51071565974191
1302701400,132.08,132.17999,130.96001,131.46001,162172944,150074381.6,128.5059494,131.226429047619,132.764446666667,131.6521494,48.636160175005,-0.0530839571388165,0.444360713318389,0.497444670457205
1302787800,130.7,131.75999,130.27,131.56,161271248,145411862.4,128.6186495,131.482857619048,132.587781111111,131.6736494,49.2442022206003,-0.107146408262741,0.363511660128779,0.47065806839152
1302874200,131.8,132.37,131.41,132.03999,170146624,142386475.2,128.7371494,131.68238047619,132.452225555556,131.6988492,52.1712223856223,-0.109073972804303,0.334315602386141,0.443389575190444
1303133400,130.59,132.03011,129.50999,130.56,210908192,145228619.2,128.8582745,131.815714285714,132.154446666667,131.6870494,43.7864534149269,-0.203056097420102,0.189569453415317,0.392625550835419
1303219800,130.75999,131.35001,130.44,131.31,124321872,144957540.8,128.9693745,131.890475714286,131.893335555556,131.6738494,48.319344341648,-0.207033980570009,0.133833075122908,0.340867055692917
1303306200,132.88,133.39,132.78999,133.10001,156473008,145348753.6,129.1123746,132.071905238095,131.868891111111,131.6844494,57.1917372045853,-0.0875475407657676,0.231432629735707,0.318980170501475
1303392600,133.78999,133.84,133.1046,133.78,136214496,144197562.4,129.2585546,132.268095714286,131.971113333333,131.7146694,60.0010076599732,0.0324209235117688,0.359506324891186,0.327085401379417
1303738200,133.67999,133.86,133.2,133.64,65231072,139670616,129.4100297,132.398572380952,132.102223333333,131.7410494,59.1404875162679,0.0939988262582946,0.444583934202285,0.35058510794399
1303824600,134.05,135.06,133.91,134.791,146658432,141511584.8,129.5478398,132.564810476191,132.471223333333,131.7746694,63.7442354431514,0.197925002485256,0.597991361050561,0.400066358565304
1303911000,135.05,135.87,134.5,135.67,143104816,142174597.6,129.6789398,132.788143809524,132.939,131.8194696,66.8189623858625,0.305136758544478,0.781487306745902,0.476350548201424
1303997400,135.42999,136.28999,135.41,136.11,124865744,141623091.2,129.8111398,132.990524761905,133.444555555556,131.8814698,68.2695826971675,0.380076212167182,0.951445813410402,0.57136960124322
1304083800,136.16,136.57001,135.98,136.42999,115094368,140739984.8,129.9478398,133.16481,133.932333333333,131.9330694,69.3200600870111,0.422334533446792,1.09928776805171,0.676953234604918
1304343000,137.07001,137.17999,135.95,136.22,126310064,139353540.8,130.0817398,133.337667142857,134.561222222222,131.9724694,67.735266661554,0.407109031781128,1.18583952433133,0.7787304925502
1304429400,135.96001,136.19,135.045,135.73,138445808,141237165.6,130.2062398,133.460524761905,135.052333333333,131.9964694,64.0552433829893,0.337854461617652,1.20104856957227,0.863194107954613
1304515800,135.67,135.73,134.23,134.83,182821184,144324034.4,130.3169399,133.535287142857,135.244554444444,132.0564694,57.8395221318643,0.211430676218276,1.12748245322746,0.916051777009182
1304602200,134.08,134.95,133.02,133.61,227065680,149654636.8,130.4082399,133.552905714286,135.225665555556,132.1082694,50.6627724146742,0.0348981322960341,0.959674442379225,0.92477631008319
1304688600,134.94,135.63,133.22,134.2,222951248,152253540,130.5046399,133.57862,135.287887777778,132.1736696,53.6575136316474,-0.0483570514344603,0.864329995790115,0.912687047224575
1304947800,134.19,135.11,133.98,134.72,114134432,150559520.8,130.6051399,133.645286190476,135.279998888889,132.2214696,56.1820005213868,-0.0731404395411082,0.82126149779819,0.894401937339298
1305034200,135.17,136.11,135,135.87,114887008,150227946.4,130.7228598,133.78861952381,135.302221111111,132.2758698,61.2140756340849,-0.0196038227188653,0.869897158940717,0.889500981659582
1305120600,135.67,135.69,133.82001,134.44,193745632,151841193.6,130.8190597,133.882904761905,135.116665555556,132.34607,53.0549542519131,-0.0843891136088827,0.784014589648479,0.868403703257361
1305207000,134.08,135.36,133.39,135.08,171648128,152314952.8,130.9268597,134.05480952381,134.966666666667,132.4234698,55.8887594336256,-0.0876452280129262,0.758847168241203,0.84649239625413
1305293400,135.14999,135.34,133.56,134.03999,157499056,152126343.2,131.0212595,134.177665714286,134.724443333333,132.4348696,50.5488518190283,-0.159179907903133,0.647517511375213,0.806697419278346
1305552600,133.56,134.61,132.97,133.19,141770624,150707543.2,131.0992595,134.255284761905,134.442221111111,132.4492696,46.6276950511776,-0.257270868051611,0.485108834213833,0.742379702265443
1305639000,132.69,133.35001,132.12,133.17,192852320,149804749.6,131.1731595,134.309094761905,134.257776666667,132.4840698,46.5362216363315,-0.313310304825875,0.3507418212331,0.664052126058975
1305725400,133.24001,134.5,132.95,134.36,135228128,150350062.4,131.2607594,134.490047142857,134.34111,132.5196698,52.5064046148834,-0.262121510765859,0.336400237601651,0.59852174836751
1305811800,134.8,135.03,133.94,134.67999,119584880,148505656,131.3510594,134.650522857143,134.394442222222,132.5654696,53.9941054347663,-0.201332117898272,0.34685660099467,0.548188718892942
1305898200,134.33,134.6781,133.36,133.61,182638320,150826847.2,131.4288594,134.674808095238,134.271108888889,132.6389196,48.5209492809503,-0.225958335847722,0.265740799083289,0.491699134931012
1306157400,131.98,133.64751,131.59,132.06,168800000,156005293.6,131.4902594,134.592903333333,133.847775555556,132.6633196,41.8957608683968,-0.33294856889919,0.0755134238070241,0.408461992706214
1306243800,132.44,132.73,131.7,131.95,147200320,156032388,131.5525594,134.512427142857,133.571108888889,132.7013196,41.4630716367471,-0.393298073116403,-0.0831605986892896,0.310137474427113
1306330200,131.42,132.94,131.38,132.39,151102192,156432256.8,131.6189594,134.398093809524,133.27222,132.7779196,43.9563847578761,-0.385254330383081,-0.171430438551738,0.213823891831343
1306416600,132.03,133.24001,131.78,133,164984624,158438200.8,131.6784594,134.270950952381,133.156665555556,132.9144196,47.3072691276167,-0.323037616347418,-0.189973128602929,0.133064487744489
1306503000,133.37,133.87,132.9588,133.50999,120921872,158729576,131.7437593,134.147140952381,133.19222,133.0276192,49.9989815457285,-0.235773972849254,-0.161652978317079,0.0741209945321751
1306848600,134.77,134.92,133.84,134.89999,164731184,160650632,131.8163592,134.074283809524,133.384441111111,133.1704192,56.5185623085842,-0.0806883446797049,-0.026739436317456,0.0539489083622488
1306935000,134.50999,134.9234,131.75999,131.87,233094256,165383054.4,131.8611592,133.867140952381,133.107774444444,133.213019,43.2730349745493,-0.173112586182121,-0.162441824365402,0.0106707618167187
1307021400,131.96001,132.24001,130.96001,131.73,200466752,166265332.8,131.9070592,133.676664761905,132.779997777778,133.2618192,42.7742287563385,-0.230999218611162,-0.278078261447234,-0.0470790428360719
1307107800,130.14999,131.42,130.08,130.42,234690128,166646555.2,131.9414592,133.466664761905,132.425553333333,133.2770192,38.322797684853,-0.338344006573756,-0.470009051053268,-0.131665044479511
1307367000,130.09,130.36,128.87,129.045,179951120,164496548.8,131.9576093,133.249283809524,132.090553333333,133.2399194,34.2892139216529,-0.47443801081443,-0.724712557997549,-0.250274547183119
1307453400,129.7,130.07001,128.85001,128.96001,161805936,166880124,131.9614094,132.99976047619,131.758332222222,133.1931196,34.0506476383054,-0.538010429569345,-0.9227875841448,-0.384777154575455
1307539800,128.75999,129.19,128.17999,128.42,198696320,171070589.6,131.9619345,132.69976047619,131.317221111111,133.1419196,32.5032668333866,-0.580607231071808,-1.11053619341521,-0.529928962343407
1307626200,128.77,129.92999,128.46001,129.39999,160964368,169431526.4,131.9629344,132.391664761905,130.91722,133.0927194,38.0088816631071,-0.5094977569958,-1.16680115858816,-0.657303401592357
1307712600,128.85001,128.92999,127.25999,127.60001,238629312,172780585.6,131.9437345,132.065950952381,130.260555555556,132.9893196,32.7283473803234,-0.547097010811912,-1.34117466510725,-0.794077654295335
1307971800,127.89,128.24001,127.05,127.7,207599744,175285620,131.9382345,131.714522380952,129.460556666667,132.8915196,33.2828502923862,-0.528363182740305,-1.45453163272072,-0.926168449980411
1308058200,128.87,129.77,128.82001,129.32001,160570368,176225607.2,131.9506346,131.489761428571,129.177224444444,132.81492,41.6716062750542,-0.377094556591838,-1.39753664572021,-1.02044208912837
1308144600,128.24001,129.2991,126.67999,127.02,300957952,181630888.8,131.9371346,131.195951904762,128.653891111111,132.6901202,34.9521947324343,-0.399992481722423,-1.5204326912814,-1.12044020955898
1308231000,127.06,127.97,126.32001,127.3,308038400,190271402.4,131.9191345,130.916428095238,128.307224444444,132.57132,36.2988342977111,-0.365292405353332,-1.57705571625064,-1.21176331089731
1308317400,127.92999,127.94,126.62,127.05,234996064,196041961.6,131.8979345,130.568332857143,128.085557777778,132.43912,35.5903701333223,-0.329300839385884,-1.62338936012966,-1.29408852074378
1308576600,126.62,127.97,126.58,127.7,159478944,194883992.8,131.8782345,130.235952380952,127.945556666667,132.3267198,38.927906802813,-0.236200089460195,-1.58933863256902,-1.35313854310883
1308663000,128.36,129.7,127.75349,129.45,193157248,196101855.2,131.8728344,130.037857142857,128.060001111111,132.2585198,46.9048974346034,-0.0414471265893535,-1.40494745134552,-1.36350032475617
1308749400,129.05,129.81,128.59,128.67,176886432,197586160.8,131.8823344,129.876428571429,127.978891111111,132.1827196,44.1376576325013,0.0454459788238926,-1.3066928512263,-1.35213883005019
1308835800,127.16,128.63609,126.19,128.30099,334286848,206745393.6,131.8785444,129.702666190476,128.056777777778,132.1193394,42.8496912769845,0.0863043760795113,-1.24425835995081,-1.33056273603032
1308922200,128.27,128.37,126.62,126.81,226129376,209802631.2,131.8392443,129.436951904762,127.957888888889,132.0263392,38.0218818011661,0.0243683978221501,-1.30010223875263,-1.32447063657478
1309181400,126.89,128.42999,126.64,127.94,168908192,212201947.2,131.8137943,129.19599952381,127.804554444444,131.9539392,43.2413128335723,0.0684596009574583,-1.23889613537796,-1.30735573633541
1309267800,128.45,129.63,128.27,129.61,165556256,212243200.8,131.8020943,129.010285714286,128.092332222222,131.9053394,49.9496462521343,0.21100075875925,-1.04360478788635,-1.2546055466456
1309354200,130.2,130.92999,129.6321,130.72,244295376,212803256.8,131.7977944,128.811238571429,128.472332222222,131.9085394,53.8536551302123,0.371557392675148,-0.790158805801667,-1.16171619847682
1309440600,131.14,132.17999,130.705,131.97,223496496,213954744,131.7977944,128.81600047619,129.018998888889,131.9217394,57.8416867190092,0.543076752422727,-0.482870257948406,-1.02594701037113
1309527000,132.09,134.10001,131.78,133.92,202385632,212339519.2,131.8112943,128.920286190476,129.71011,131.9381392,63.1865551897939,0.755910590978527,-0.0810587716479745,-0.836969362626502
1309872600,133.78,134.08,133.39,133.81,165935936,211638760,131.8267043,129.081714761905,130.194554444444,131.9387392,62.7036196525614,0.850295182342242,0.225899615301302,-0.624395567040941
1309959000,133.49001,134.14,133.11,133.97,143332688,210715097.6,131.8431943,129.316238571429,130.783443333333,131.9453392,63.1448593109407,0.880783058579998,0.476583256184057,-0.404199802395941
1310045400,135.16,135.7,134.88,135.36,170464192,209303491.2,131.8656943,129.621,131.567777777778,131.9567192,66.8176371823719,0.946111730551824,0.778439860793839,-0.167671869757985
1310131800,133.83,135.3558,133.39,134.39999,194171504,210963848,131.8753943,129.905761428571,132.41111,131.931319,62.2067969922338,0.877724773215257,0.929484096761087,0.0517593235458291
1310391000,132.75,133.17999,131.66,131.97,195918560,208828310.4,131.8649944,130.028142857143,132.858887777778,131.848519,52.3579573977204,0.633301205475784,0.84338583039056,0.210084624914775
1310477400,131.69,132.78,131.36,131.39999,214675632,209182104.8,131.8404942,130.209094285714,133.057775555556,131.747919,50.3444131458798,0.408610544840004,0.72084780596478,0.312237261124776
1310563800,132.09,133.22,131.519,131.84,204062560,211356714.4,131.8163942,130.406237142857,133.18222,131.660319,51.8827245741933,0.271592554525116,0.651727954281171,0.380135399756055
1310650200,132.17,132.78,130.67999,130.92999,226111744,207614404,131.7803941,130.482902857143,133.066663333333,131.5643188,48.533919894077,0.109934668052871,0.517553734822144,0.407619066769273
1310736600,131.66,131.87,130.77,131.69,220124624,203218715.2,131.7789941,130.705283809524,132.818885555556,131.5015188,51.3577497542021,0.047633557141977,0.467161013196744,0.419527456054767
1310995800,131.08,131.28,129.63,130.61,196872064,201312515.2,131.7748941,130.862902857143,132.46333,131.4415188,47.3794577842622,-0.0666604306391728,0.336201917755801,0.402862348394974
1311082200,131.34,132.89,131.31,132.73,166554880,201666312,131.7928942,131.133379047619,132.325552222222,131.4121188,54.7837272395306,-0.00318260984989671,0.398884086082603,0.4020666959325
1311168600,133.07001,133.14999,132.42,132.64999,137145312,198865715.2,131.7960941,131.369092857143,132.02444,131.3707186,54.4722008001872,0.0279992795173405,0.437065795329175,0.409066515811835
1311255000,133.39999,134.82001,132.6693,134.49001,245270320,202284909.6,131.8094943,131.609093333333,132.034442222222,131.3431188,60.0925156275549,0.159772111617265,0.608781655333416,0.449009543716151
1311341400,134.52,134.72,133.75999,134.58,126019312,191871532.8,131.8459944,131.890521904762,132.324442222222,131.3459188,60.3503139759789,0.235638669076917,0.743557880062298,0.507919210985381
1311600600,133.3,134.49001,133.16,133.83,136653680,187397748,131.8721943,132.153808095238,132.594443333333,131.3209188,57.0429682914944,0.218343938749158,0.780849134421828,0.56250519567267
1311687000,133.74001,133.96001,133.03,133.33,131278128,185516244.8,131.8707943,132.464284285714,132.759998888889,131.306719,54.8835552656628,0.15902090236383,0.761281323627458,0.602260421263628
1311773400,132.59,132.63,130.42999,130.60001,249020000,189689432,131.8520944,132.590951428571,132.723334444445,131.2549192,44.891149489406,-0.0662100433806513,0.519497867037813,0.585707910418465
1311859800,130.60001,131.77,130.00999,130.22,207939872,187871656.8,131.8399945,132.619999047619,132.560001111111,131.1959192,43.6984995169719,-0.233500734488679,0.293831992307616,0.527332726796295
1311946200,128.91,130.55,127.96671,129.33,307042560,192048960,131.8074945,132.553808571429,132.417778888889,131.0953192,40.9542066403,-0.387720116981341,0.0426825805696183,0.43040269755096
1312205400,130.84,130.96001,127.53,128.78,325790720,198219214.4,131.7713945,132.401903809524,131.97889,130.9773194,39.3112062378281,-0.503080523329163,-0.198447956610494,0.304632566718669
1312291800,127.81,128.5,125.49001,125.49001,346653696,207255102.4,131.7269196,132.000475714286,131.183336666667,130.8149196,31.2381049102445,-0.761750631536474,-0.647555722701924,0.11419490883455
1312378200,125.66,126.31,123.53,126.17,371029504,218639943.2,131.6802196,131.636666190476,130.258891111111,130.6971196,34.243855930275,-0.841593537216274,-0.937797012685792,-0.096203475469518
1312464600,124.42,124.62,120.06,120.25999,520721920,236152829.6,131.5823195,130.983808571429,128.667778888889,130.4633194,24.3011862253028,-1.22380576241079,-1.62596067848301,-0.402154916072217
1312551000,121.75999,122.07001,116.86,120.08,655561472,259222328,131.4975195,130.25618952381,127.140001111111,130.2171194,24.0719535450104,-1.40703523187803,-2.16094895591975,-0.753913724041723
1312810200,116.91,120.1218,112.02,112.25999,702263808,284539590.4,131.3583694,129.201903809524,124.798888888889,129.8023192,16.7008648708005,-1.94030228344301,-3.17929157834548,-1.23898929490248
1312896600,114.07001,117.64,110.27,117.48,717828608,309697239.2,131.2546693,128.511903809524,123.34111,129.4817194,31.7290051578473,-1.82840541616453,-3.52449606510814,-1.69609064894361
1312983000,115.25999,116.28,111.95,112.28999,662607360,332624479.2,131.0999693,127.601903809524,121.348886666667,129.0295194,26.5921259814723,-1.97817397304398,-4.16880811524858,-2.1906341422046
1313069400,113.25999,118.92,112.317,117.33,487979776,345717880.8,130.9758692,126.910951428571,120.015553333333,128.7387194,37.2213750036351,-1.62673359741553,-4.22405113897402,-2.59731754155849
1313155800,118.39999,119.215,117.28,118.12,313731584,350398228.8,130.8641693,126.300951904762,118.831108888889,128.4665194,38.7192123352543,-1.24708631261869,-4.15617543233185,-2.90908911971316
1313415000,119.19,120.74001,119,120.62,258810560,353495153.6,130.7737693,125.773809047619,118.289996666667,128.2705194,43.3273355534347,-0.757690654525902,-3.85620243787054,-3.09851178334463
1313501400,119.47,120.69,118.31,119.59,294095104,359872164.8,130.6606694,125.249047142857,117.558885555556,128.0814194,41.9284242323824,-0.448711194325346,-3.65940077625132,-3.21068958192597
1313587800,120.25,121.2,118.72,119.67,238201056,364924952,130.5443694,124.627142380952,117.493331111111,127.8956192,42.0848318746191,-0.197150015174707,-3.45712710089435,-3.25997708571965
1313674200,116.5,119.714,113.39,114.50999,512956160,378309244,130.3796693,123.763332857143,116.874441111111,127.617419,35.4522399438073,-0.328720606722703,-3.67087784412303,-3.34215723740032
1313760600,112.96001,115.88,112.5,112.64,428281344,393422345.6,130.1874693,122.722856190476,116.916664444444,127.2822192,33.3979982327342,-0.482823010760244,-3.94568600085063,-3.46286299009038
1314019800,115.17,115.23,112.41,112.73,275090688,400344196,129.9870693,121.68238,116.388886666667,126.984819,33.5974237380988,-0.516787181478152,-4.10884696693807,-3.59205978545992
1314106200,113.14999,116.5665,112.58,116.44,331136512,410337115.2,129.8255693,120.854284761905,116.849998888889,126.759619,41.3884189761386,-0.24147277152165,-3.89390074986198,-3.65242797834033
1314192600,116.19,118.24001,115.92,118.08,246869680,410229599.2,129.6748694,120.128094285714,116.933332222222,126.5348188,44.4889905178135,0.0817068259630167,-3.55029444588656,-3.63200127184958
1314279000,118.73,119.39999,115.87,116.28,312365312,415450871.2,129.5050695,119.446189047619,116.728887777778,126.3200188,41.8709039784409,0.198226797241721,-3.38421777529743,-3.58244457253915
